Chromosome	position	COMBINED_rate(cM/Mb)	Genetic_Map(cM)
chr1	308224	0.0717903703141916	0.0693563951674037
chr1	321023	0.516636529277213	0.0706753682266488
chr1	323576	2.03363568451501e-05	0.0706759332316516
chr1	351359	0.000123578527888323	0.0706778021097278
chr1	366482	0.000412503149067423	0.070678660528781
chr1	368563	0.00164122717380481	0.0706987097599345
chr1	380779	0.039523348880248	0.0712786753814036
chr1	395453	1.36830646761544e-23	0.0712786753814036
chr1	401801	7.6127459884457e-13	0.0712786753814036
chr1	401874	1.02417931072032e-12	0.0712786753814143
chr1	411109	5.11268895080888e-12	0.071278675381425
chr1	412924	5.36634650084639e-10	0.0712786753839296
chr1	417591	0.0186690722242322	0.0713030385231832
chr1	418896	0.0589338934189929	0.0713320339987469
chr1	419388	1.79242633921836	0.0714754281058845
chr1	419468	5.19982729455527	0.0850729764811469
chr1	422083	197.506986608581	0.105613703088441
chr1	422187	41.5135994860013	0.111508634215454
chr1	422329	29.2773425817831	0.129162871792268
chr1	422932	1.0187844840388e-07	0.129162871904743
chr1	424036	3.76224847610111e-09	0.129162871912985
chr1	426227	0.48956384367071	0.129568230775543
chr1	427055	0.115932731033377	0.129661788489486
chr1	427862	0.0270829659171208	0.129670888366032
chr1	428198	6.45768763473668	0.132925562933938
chr1	428702	0.0270829659171208	0.132996682802435
chr1	431328	5.35647261119623e-16	0.132996682802435
chr1	437830	1.83884072313894e-15	0.132996682802435
chr1	439425	5.6919386162166e-17	0.132996682802435
chr1	440623	6.88847481236102e-23	0.132996682802435
chr1	449457	0.127959838678052	0.133062198239838
chr1	449969	0.175131007079573	0.134829970625297
chr1	460063	0.062855636426882	0.134975607134898
chr1	462380	0.00299338132866731	0.134989756848437
chr1	467107	0.000780657079325645	0.13500551519224
chr1	487293	0.170552771256574	0.136007853828914
chr1	493170	0.592230199896986	0.140954160458453
chr1	501522	0.00650711053625193	0.140954863226391
chr1	501630	0.0330450871052444	0.141033444443526
chr1	504008	1.39779502847271e-07	0.141033444450933
chr1	504061	0.000168927824606592	0.141033455769097
chr1	504128	2.04074274764377e-44	0.141033455769097
chr1	505571	1.39320648842799e-44	0.141033455769097
chr1	512590	0.0018408469983373	0.14104102901365
chr1	516704	0.567191928669865	0.142667168273146
chr1	519571	1.23253079485608	0.143146622752344
chr1	519960	0.0111898582450388	0.143320110314576
chr1	535464	0.0148336059165077	0.143466117497614
chr1	545307	4.25575576204966e-43	0.143466117497614
chr1	547418	1.12635783853042e-39	0.143466117497614
chr1	551573	2.63380107498152e-39	0.143466117497614
chr1	567475	7.24680193623713e-38	0.143466117497614
chr1	569150	0.0025639153054083	0.143471891434881
chr1	571402	0.00572456098508179	0.143488893381008
chr1	574372	0.371613636387159	0.143635309153744
chr1	574766	0.947854954551454	0.145295003179164
chr1	576517	0.000556779267835257	0.14529629991808
chr1	578846	0.00133785321240825	0.145298404361181
chr1	580419	0.631705454262902	0.145479703826556
chr1	580706	4.6205459894482	0.145895552965605
chr1	580796	92.6477797565996	0.223349096842121
chr1	581632	12.8616802781241	0.224763881672715
chr1	581742	0.30258174438289	0.224860707830917
chr1	582062	0.0833440863412109	0.224877543336358
chr1	582264	0.0120642347213175	0.224934281432251
chr1	586967	0.00250700955129815	0.224934705116866
chr1	587136	0.00189671233199053	0.224936831331391
chr1	588257	0.0025096697809599	0.224939632122865
chr1	589373	0.0141472355898487	0.224970303329624
chr1	591541	8.39082390052043	0.23118790383991
chr1	592282	45.5207325881238	0.245709017535521
chr1	592601	13.6387439993729	0.25963417515888
chr1	593622	0.918166887093535	0.259821481203847
chr1	593826	0.136057088711663	0.259878897295284
chr1	594248	2.9635582355923	0.259926314227055
chr1	594264	0.0764214183733429	0.2605649680204
chr1	602621	0.587621678141565	0.261627975636159
chr1	604430	0.00223636302559335	0.261638446287844
chr1	609112	0.0181176670278083	0.261640674760887
chr1	609235	0.676151946543124	0.261804979683898
chr1	609478	0.0380202719448627	0.261857067456461
chr1	610848	2.06501678242341e-08	0.261857067459744
chr1	611007	0.572110178705147	0.261914278477615
chr1	611107	1.40478342395257	0.269522585501743
chr1	616523	0.000906076529705376	0.269523585810234
chr1	617627	0.453629464962542	0.269670108127418
chr1	617950	7.34150955318369	0.285872819711294
chr1	620157	1.04141075058758	0.28737140978139
chr1	621596	0.300094780164491	0.287495949115158
chr1	622011	0.915537248065159	0.292604646959362
chr1	627591	0.143937244431329	0.29264264639189
chr1	627855	1.25309178256545	0.297884329318361
chr1	632038	6.17023384962261	0.302709452188765
chr1	632820	5.03814569283732	0.315229244235464
chr1	635305	1.03452716697295	0.317065529956842
chr1	637080	4.10315234826986	0.32195238440363
chr1	638271	0.658595771232068	0.32201165802304
chr1	638361	0.0527693790079786	0.322109756298616
chr1	640220	0.0193168071854191	0.322119549919858
chr1	640727	0.00987524206411496	0.322127588366897
chr1	641541	4.26689550527254e-05	0.32212763359599
chr1	642601	3.78595809257004e-11	0.322127633596267
chr1	649944	7.25140170053781e-05	0.322127842436636
chr1	652824	0.0064486020856634	0.32215837011891
chr1	657558	0.0137863795590977	0.322227315803083
chr1	662559	0.00201153962657374	0.322227879034177
chr1	662839	0.00684011311166215	0.322273700951911
chr1	669538	1.69997843539632	0.323133890040221
chr1	670044	11.8071507050088	0.334327068908571
chr1	670992	1.69997843539632	0.334330468865442
chr1	670994	0.0246085449626997	0.334376659104336
chr1	672871	3.86654815322445	0.340532203764269
chr1	674463	0.0246085449626997	0.340598769878394
chr1	677168	0.000215595904909301	0.340599065460381
chr1	678539	0.000687568325333356	0.340600947334888
chr1	681276	0.496983972328102	0.342137621777326
chr1	684368	2.85021773677936	0.35279743611288
chr1	688108	0.496983972328102	0.352915221314323
chr1	688345	0.0317229594654314	0.352930670395583
chr1	688832	12.7403343307151	0.361339291053856
chr1	689492	0.000327020401524608	0.361339545148709
chr1	690269	0.00152260359897673	0.361340668830167
chr1	691007	0.0229165779829161	0.36136117916746
chr1	691902	0.106771560584599	0.361616149654136
chr1	694290	0.00594271694831688	0.361617064832547
chr1	694444	0.0172000802312695	0.361628554486142
chr1	695112	64.6184613413237	0.417458905085045
chr1	695976	1.55970586573001	0.418939065951623
chr1	696925	0.518759839709447	0.420251009586249
chr1	699454	0.00425120724335425	0.420253084175382
chr1	699942	1.72490371679413	0.420554942325822
chr1	700117	12.9271433376193	0.423502331006798
chr1	700345	23.3841709755151	0.442420125325988
chr1	701154	0.227200012274519	0.44242126132605
chr1	701159	11.7797909503654	0.449006164467303
chr1	701718	40.2056394139563	0.449408220861443
chr1	701728	2.05331186271137	0.452627813862176
chr1	703296	0.099976734253295	0.452736088665372
chr1	704379	13.1696107426501	0.460229597177939
chr1	704948	3.51213381086286	0.461437771208875
chr1	705292	0.0372454762787474	0.461438888573163
chr1	705322	0.0124448123523732	0.461442323341373
chr1	705598	0.0047287490279455	0.461442796216275
chr1	705698	3.55876520577531e-05	0.461442800380031
chr1	705815	8.0963097200544e-21	0.461442800380031
chr1	705915	0.0211551187066379	0.461509756330738
chr1	709080	0.0281154884131479	0.461526794316715
chr1	709686	0.322990298232894	0.461530024219698
chr1	709696	1.86553289052663	0.465641658710418
chr1	711900	12.3247227369524	0.476351842768828
chr1	712769	0.755513861929107	0.478013973265071
chr1	714969	13.7752512673089	0.4808241245236
chr1	715173	5.34804901518552	0.490338303721614
chr1	716952	0.836396204202592	0.491750140514309
chr1	718640	0.134451671081699	0.491880289731917
chr1	719608	0.313001869894738	0.491964174233047
chr1	719876	0.71003766097902	0.495922634193004
chr1	725451	1.40541097152781	0.500502868549212
chr1	728710	0.784558932077575	0.503106035085846
chr1	732028	3.20886512632544	0.506263558370151
chr1	733012	5.53646269847759	0.514280356357546
chr1	734460	0.0611341159765012	0.514299858140543
chr1	734779	0.232067960979404	0.514691124722756
chr1	736465	22.5317884149857	0.537786207848114
chr1	737490	0.232067960979404	0.538023149236274
chr1	738511	0.0379970683355983	0.538060652342722
chr1	739498	1.03966481342953e-10	0.538060652342764
chr1	739902	0.000160473070674186	0.53806069454718
chr1	740165	0.00020542504973803	0.53806073891899
chr1	740381	0.250555642470111	0.538188271741006
chr1	740890	7.58738356368276	0.538286907727333
chr1	740903	35.11332579271	0.539375420826907
chr1	740934	89.9902597998588	0.56961214811966
chr1	741270	34.4546702484312	0.572816432452765
chr1	741363	154.159408063337	0.584840866281706
chr1	741441	150.750474246407	0.649512819733413
chr1	741870	65.0459845501538	0.659594947338686
chr1	742025	101.632209041456	0.670469593706123
chr1	742132	66.2422546201288	0.73492330745151
chr1	743105	39.4626542904861	0.737725155906134
chr1	743176	21.3012028498561	0.740941637536462
chr1	743327	0.00884906906751361	0.740942858707992
chr1	743465	0.00653879309508622	0.740952222259704
chr1	744897	0.00573468288891683	0.740954430112616
chr1	745282	6.50305753939793	0.742957371834752
chr1	745590	3.06285884647203	0.745744573385043
chr1	746500	0.333655234609436	0.74582331602041
chr1	746736	0.97700206077343	0.746261989945697
chr1	747185	3.15614136155586	0.748957334668468
chr1	748039	1.73520978249528	0.749804117042327
chr1	748527	1.11888555268763	0.750599644670288
chr1	749238	4.11042754560963	0.752025963028615
chr1	749585	0.0475613717254385	0.75206139625055
chr1	750330	0.289209054146883	0.752189226652483
chr1	750772	0.5941239532656	0.752674031798346
chr1	751588	2.41017957600411	0.753917684459566
chr1	752104	65.4370738837505	0.770211515856619
chr1	752353	138.545844321816	0.839207346328884
chr1	752851	129.395252487168	0.901705253280184
chr1	753334	35.9097883418627	0.910718610153992
chr1	753585	0.233520348447522	0.910718843674342
chr1	753586	1.91425081835742	0.914447804268502
chr1	755534	3.40550354373847	0.92328168046096
chr1	758128	0.00732107550205622	0.923300664009737
chr1	760721	0.00555862617978085	0.923311931345005
chr1	762748	0.00146151539734947	0.923313175094609
chr1	763599	0.194771914165256	0.923573000828107
chr1	764933	0.109892705423499	0.923585638489229
chr1	765048	0.122875200281254	0.924110684220029
chr1	769321	9.85991990083349	0.933122651009391
chr1	770235	4.62462717155574	0.935615325054862
chr1	770774	9.69010081180704e-05	0.935615521763907
chr1	772804	0.000526103963413722	0.935617217396981
chr1	776027	7.31852690206761e-05	0.935617288459877
chr1	776998	0.00175076077903464	0.935618997202397
chr1	777974	0.00226876090885382	0.935620912036605
chr1	778818	10.1859827624962	0.939980512658952
chr1	779246	0.481001576577454	0.940311441743638
chr1	779934	9.40384665992544	0.94374384577451
chr1	780299	21.4070874166212	0.947597121509503
chr1	780479	0.981789885212312	0.949552846960845
chr1	782471	0.366899780778144	0.950052564462265
chr1	783833	0.0181559088389955	0.950078345852816
chr1	785253	9.38518191569671	0.956835676832117
chr1	785973	0.0513530430886063	0.956868491426651
chr1	786612	1.0928984816333e-05	0.95686851436659
chr1	788711	0.0109344988945169	0.95686901735354
chr1	788757	0.0564864272397278	0.956879806261142
chr1	788948	0.0781602463799068	0.957148521188195
chr1	792386	0.0434203927182257	0.957244871039638
chr1	794605	1.45388750083779	0.958517022602869
chr1	795480	6.66447950243678	0.959203463991621
chr1	795583	14.020494244644	0.968625236124023
chr1	796255	77.0358688934838	0.99974772715699
chr1	796659	5.55284831823796	1.00282400512529
chr1	797213	0.152908874342545	1.00282675748503
chr1	797231	0.452188511666557	1.00292036050695
chr1	797438	2.61890055807683	1.01024804426845
chr1	800236	1.94131156435219	1.01039170132421
chr1	800310	5.1353807083147	1.02076517035501
chr1	802330	55.9101137999291	1.08562090236292
chr1	803490	9.71887297152231	1.08995551970822
chr1	803936	0.362906245805178	1.0900005200827
chr1	804060	0.170470638508585	1.09011268976284
chr1	804718	1.7576948973329	1.09406223019715
chr1	806965	2.57396027009218	1.09828095107983
chr1	808604	1.04203556519086	1.09846018119704
chr1	808776	0.122456259660106	1.09862733399148
chr1	810141	2.87529903378279	1.10179878882574
chr1	811244	34.1170684886972	1.10353875931866
chr1	811295	15.5515190650397	1.1140204831685
chr1	811969	11.3979673724156	1.1181921392268
chr1	812335	3.73329663953193	1.11856546889076
chr1	812435	0.0636205354494902	1.1185888812478
chr1	812803	0.108629803425974	1.11867556783094
chr1	813601	0.0714764717825062	1.11895289654145
chr1	817481	0.00245347757396918	1.11896166772378
chr1	821056	0.000911072509290874	1.11896208408392
chr1	821513	0.0438414639030476	1.11896681896202
chr1	821621	2.39456538373861	1.12307589316051
chr1	823337	0.389537547126896	1.1235121752133
chr1	824457	43.02329672263	1.12475985081825
chr1	824486	2.12145816050392	1.12610061237569
chr1	825118	11.0159761984282	1.13401008328617
chr1	825836	58.2479529412333	1.14332975575676
chr1	825996	46.2589020102249	1.15012981435227
chr1	826143	7.83265809867499	1.15452393554562
chr1	826704	0.00202670864731229	1.15452527317333
chr1	827364	0.000353985961782439	1.15452547671526
chr1	827939	6.78923950923085e-05	1.15452548547337
chr1	828068	2.21279854562284	1.15588856937748
chr1	828684	5.81942203391357e-23	1.15588856937748
chr1	828885	6.16329110792368e-23	1.15588856937748
chr1	829413	1.70837443533335e-19	1.15588856937748
chr1	829690	4.68705575046716e-11	1.15588856937754
chr1	830994	0.143964964151428	1.15612510381364
chr1	832637	0.00290486798717324	1.15612713722123
chr1	833337	2.50184789949599	1.15992494233267
chr1	834855	0.00290486798717324	1.15992733303902
chr1	835678	0.00295606458955718	1.15992962103301
chr1	836452	0.00700870195044514	1.15994229977484
chr1	838261	9.44057514345588	1.16372797040736
chr1	838662	0.918171559598423	1.16479121307338
chr1	839820	20.6702650966677	1.16658952613679
chr1	839907	5.05880963992012	1.16891151976151
chr1	840366	0.0148935202291712	1.16895488969242
chr1	843278	0.0172442223900203	1.16898967128898
chr1	845295	0.570051901352199	1.1692518951636
chr1	845755	0.00752420214637804	1.16925858417931
chr1	846644	4.46313661123457	1.17451615910734
chr1	847822	0.00752420214637804	1.17452262239699
chr1	848681	2.11447808786533	1.17570884460428
chr1	849242	13.0220042302191	1.18216775870247
chr1	849738	2.54564419409196	1.18420172841355
chr1	850537	17.0915153881556	1.19286712671534
chr1	851044	1.49560755649724	1.19289105643625
chr1	851060	1.00313946308302	1.1932020296698
chr1	851370	7.28009477020496	1.20303015760958
chr1	852720	0.857567913992462	1.20340748749173
chr1	853160	0.798830141431277	1.20361518332851
chr1	853420	0.0312642912481816	1.20368118224733
chr1	855531	0.00582220762114257	1.20368977582578
chr1	857007	0.0713005763177158	1.20376093380094
chr1	858005	1.63878537653884	1.20455410592319
chr1	858489	14.8416654715193	1.21423087181062
chr1	859141	3.60218170806948e-05	1.21423089612534
chr1	859816	1.38386608532231e-09	1.21423089612627
chr1	860489	1.20958781763889	1.21461070670101
chr1	860803	1.55795268690926	1.21657061118114
chr1	862061	1.29662094401134e-09	1.21657061118131
chr1	862186	0.00313692928570438	1.21657198201941
chr1	862623	0.0143668939184804	1.21657998437932
chr1	863180	0.0654858696912066	1.21666465760883
chr1	864473	2.49590785143922	1.21752824172543
chr1	864819	5.88918399552841	1.21788159276516
chr1	864879	8.98870807034251	1.22760737489727
chr1	865961	8.09111484737717	1.22888577104316
chr1	866119	171.751570469997	1.23111854145927
chr1	866132	9.64393890508804	1.24152435153786
chr1	867211	0.524145897740833	1.24185456345344
chr1	867841	0.00284754995122188	1.24186169371852
chr1	870345	0.0703674343845478	1.24190236609559
chr1	870923	4.51142862320164	1.24465433755574
chr1	871533	18.933860063804	1.26839739807576
chr1	872787	1.06552607708282	1.26841977412337
chr1	872808	3.16905334308614	1.26868597460419
chr1	872892	26.5076380851495	1.27539240703974
chr1	873145	155.671740876582	1.30512570954716
chr1	873336	0.116464081410515	1.30513689009898
chr1	873432	0.00280721185821073	1.30513691255667
chr1	873440	44.5338188579333	1.35042780633519
chr1	874457	0.97394965794434	1.35095276520082
chr1	874996	0.16090931011895	1.35111592724128
chr1	876010	0.0693479019689525	1.35119838189673
chr1	877199	0.32132857251827	1.35182914988458
chr1	879162	0.0595473849195736	1.35220614437851
chr1	885493	0.00301805430267387	1.35222293683265
chr1	891057	0.00450389825458867	1.35222551756635
chr1	891630	0.00697493517220233	1.35223701923444
chr1	893279	0.0466191460613652	1.35223986300235
chr1	893340	0.00374442908655028	1.35224042092229
chr1	893489	0.00148931255751343	1.35224292743532
chr1	895172	0.00406771108096154	1.35224479858242
chr1	895632	5.24440615794276e-21	1.35224479858242
chr1	895897	0.000329997968772502	1.35224500120117
chr1	896511	0.000747902049344471	1.3522457401284
chr1	897499	0.00861567952080493	1.35228523440332
chr1	902083	12.6709799948914	1.35801251736101
chr1	902535	30.9336367636202	1.3820788867631
chr1	903313	109.123773565382	1.45999326108879
chr1	904027	0.0149417829730112	1.45999916309306
chr1	904422	0.00919410205127736	1.46001386446224
chr1	906021	0.00328745163848237	1.4600150841068
chr1	906392	2.58265286683252e-05	1.46001512209763
chr1	907863	0.436866102553327	1.46011734876562
chr1	908097	0.573654923126756	1.46121188235895
chr1	910005	0.695322935562716	1.4627673197658
chr1	912242	0.721212993405899	1.46476724339652
chr1	915015	0.60494320841404	1.46485072555928
chr1	915153	0.257822042007998	1.46495514348629
chr1	915558	0.593856030603943	1.46495573734232
chr1	915559	0.349423875357748	1.46510109767447
chr1	915975	0.0236779419849752	1.46510711187173
chr1	916229	12.0457398603733	1.47053974054876
chr1	916680	5.62990574509438	1.47128288810711
chr1	916812	0.0434506862085212	1.47129627091847
chr1	917120	91.1173564345217	1.47448537839367
chr1	917155	0.0434506862085212	1.47456167779865
chr1	918911	3.8047064592865e-20	1.47456167779865
chr1	922475	2.56736687239024	1.47840759337349
chr1	923973	0.0267685381327312	1.47841423197095
chr1	924221	0.281268533111429	1.47849298716022
chr1	924501	0.548355112194328	1.47955240923698
chr1	926433	0.901449883828197	1.48062693749851
chr1	927625	5.99951572021763e-08	1.4806269375465
chr1	928425	1.33891204908661e-07	1.48062693757261
chr1	928620	5.48706781629004e-08	1.48062693764927
chr1	930017	0.000260246109712483	1.48062697668618
chr1	930167	0.0030238603261127	1.48062873657289
chr1	930749	138.818855407419	1.49451062211363
chr1	930849	87.0172666332086	1.51522073157234
chr1	931087	174.262273481353	1.61158776880753
chr1	931640	83.0998917037535	1.62937114563213
chr1	931854	36.9317669445681	1.64059840278328
chr1	932158	13.1558470490827	1.65274124960958
chr1	933081	0.0065767135138525	1.65274258468243
chr1	933284	0.0019236165761164	1.65274279243302
chr1	933392	0.00235909205640682	1.65274356149703
chr1	933718	0.0725049298864558	1.65277959644718
chr1	934215	7.68077049343797	1.65339405808665
chr1	934295	0.325649939730703	1.65347026017255
chr1	934529	0.212536049450417	1.65353168309084
chr1	934818	0.090492575241519	1.65355756396736
chr1	935104	0.963759192745876	1.6548277985834
chr1	936422	1.37493275580657	1.6558699976123
chr1	937180	0.993431431986878	1.65620081027916
chr1	937513	0.665169344161347	1.65676221320563
chr1	938357	0.79999182542906	1.65754620519455
chr1	939337	3.86549831551196	1.65899190156455
chr1	939711	0.849315029776949	1.6595779289351
chr1	940401	1.43103995009774	1.66209226612742
chr1	942158	0.140097655118985	1.66226738819632
chr1	943408	4.25325938467543	1.66547009251298
chr1	944161	10.8901069029917	1.66896581682884
chr1	944482	0.306402740857951	1.66914659444594
chr1	945072	2.87819606082671	1.67172257992038
chr1	945967	3.99469421519017	1.6717265746146
chr1	945968	2.24028713903753	1.67236729673636
chr1	946254	0.00869441692483989	1.67237886900529
chr1	947585	31.5828581300726	1.67335793760732
chr1	947616	0.522908054718132	1.6740371951704
chr1	948915	1.56361727097893	1.67760849701732
chr1	951199	1.01171026420036	1.68150864008581
chr1	955054	0.00685717057774729	1.68151145152575
chr1	955464	0.157342705318163	1.68152451097029
chr1	955547	0.3564179533163	1.681923699078
chr1	956667	0.621675254478248	1.68222894162795
chr1	957158	0.981223318131937	1.68262535584848
chr1	957562	2.0158345267189	1.68307690278246
chr1	957786	9.09884131564382	1.70060127115639
chr1	959712	4.37139085284831	1.70156734853487
chr1	959933	1.77171430065001e-14	1.70156734853487
chr1	960209	1.08114996810446e-14	1.70156734853487
chr1	960227	2.97898322197581e-16	1.70156734853487
chr1	962294	1.43687801598887e-14	1.70156734853487
chr1	962308	0.000203189496063853	1.70156739770673
chr1	962550	0.0375121638406625	1.70157977672079
chr1	962880	0.227551648711921	1.70169946888802
chr1	963406	20.268719908416	1.72942707772273
chr1	964774	42.7493927806494	1.78444554623142
chr1	966061	0.934133108410977	1.78458846859701
chr1	966214	2.58302803699825	1.78762869259656
chr1	967391	7.99556722605927	1.7986865620702
chr1	968774	76.1800418397284	1.84462312729956
chr1	969377	39.7763673578332	1.87449517918529
chr1	970128	0.277943396963374	1.87466528054423
chr1	970740	3.75722813954712	1.87550689964749
chr1	970964	0.417633406458847	1.87606276971149
chr1	972295	0.730931603274748	1.87656345785973
chr1	972980	0.227433241900088	1.87684797684535
chr1	974231	0.990984298264742	1.87723148776877
chr1	974618	2.17867358514332	1.87995047240303
chr1	975866	1.82402802914425	1.88090443906228
chr1	976389	0.126635386384588	1.88111224773133
chr1	978030	0.123694108849462	1.88121887205316
chr1	978892	5.64795469641895	1.88835223883474
chr1	980155	19.7374118628169	1.89460899839525
chr1	980472	0.0769686124854408	1.89460907536386
chr1	980473	0.0301711349797637	1.89461257521552
chr1	980589	1.61657011579482	1.89579267140005
chr1	981319	0.874730852902985	1.89685022100121
chr1	982528	1.60735944748566	1.89893014412626
chr1	983822	1.36932712563582	1.8992847998518
chr1	984081	11.138052450373	1.90693664188521
chr1	984768	7.44145611071028	1.90911698852564
chr1	985061	13.8589082745839	1.9206476002101
chr1	985893	0.00686512453713517	1.92065300992823
chr1	986681	0.029902494837913	1.92065465456545
chr1	986736	0.00911170994953722	1.92065602132194
chr1	986886	1.58342623243163	1.92130680950347
chr1	987297	2.78333391549859	1.92569891042213
chr1	988875	5.43111282509454	1.93026647630803
chr1	989716	3.43617402366032	1.93472663019074
chr1	991014	9.48846557705502	1.93967012075639
chr1	991535	52.4134457749101	1.98495533790591
chr1	992399	49.920742965037	1.99329210198107
chr1	992566	171.555241538702	2.00084053260877
chr1	992610	9.38459532525902	2.00157253104414
chr1	992688	93.5247886755642	2.04328458679344
chr1	993134	32.1506151175862	2.0942111611397
chr1	994718	0.16934945529704	2.09435256793487
chr1	995553	0.0185358438820236	2.09439770271473
chr1	997988	0.0009456479715595	2.09439838736386
chr1	998712	0.000101806087501052	2.09439843796148
chr1	999209	0.0004730603464613	2.09439926439791
chr1	1000956	0.774666622025235	2.0947927950419
chr1	1001464	0.164930361877645	2.09578204735244
chr1	1007462	0.124054600838447	2.09592867989063
chr1	1008644	3.61998746728279	2.10094598252028
chr1	1010030	3.87797524430958	2.10562282066492
chr1	1011236	0.645530763642686	2.10622122768282
chr1	1012163	4.98717992118576e-05	2.10622123616102
chr1	1012333	3.18632388831394e-06	2.10622125099973
chr1	1016990	7.98752886626632e-07	2.10622126045617
chr1	1028829	0.0391360062145448	2.10638261820979
chr1	1032952	14.9517895773543	2.11213905719707
chr1	1033337	0.0391360062145448	2.11219885701457
chr1	1034865	0.0229315478162641	2.11223992741671
chr1	1036656	0.154143477617272	2.11278297488835
chr1	1040179	0.272027328570197	2.11352152908542
chr1	1042894	0.206718425504131	2.11355067638342
chr1	1043035	0.135046416578426	2.11375918805062
chr1	1044579	0.00267974787293453	2.11376125949572
chr1	1045352	1.5924821320698	2.11574389975015
chr1	1046597	0.773849720614957	2.12828103907383
chr1	1062798	0.522026389301692	2.12836717342806
chr1	1062963	7.98039714226131e-06	2.12836717994007
chr1	1063779	8.31329212319425e-06	2.1283672130436
chr1	1067761	3.08859746245825e-09	2.12836721305091
chr1	1070130	0.154365652190349	2.13359341657147
chr1	1103986	0.0351451243441662	2.13418473328856
chr1	1120811	0.0119094118395437	2.13437056775091
chr1	1136415	5.05996943664598e-16	2.13437056775091
chr1	1142971	4.17538027882069e-15	2.13437056775091
chr1	1191380	6.81686730179068e-11	2.13437056775103
chr1	1193151	3.56826700693973e-15	2.13437056775103
chr1	1227074	1.40915457069527e-16	2.13437056775103
chr1	1231872	1.01643788996605e-16	2.13437056775103
chr1	1234623	5.32754019644632e-18	2.13437056775103
chr1	1245116	4.55826305542177e-16	2.13437056775103
chr1	1256149	3.28536532661501e-14	2.13437056775103
chr1	1264701	0.0393189747037482	2.13437583649364
chr1	1264835	0.290539437631511	2.13551910918072
chr1	1268770	1.31183575127681	2.14080449542261
chr1	1272799	10.8206642720014	2.1659300778622
chr1	1275121	1.31183575127681	2.1663905322109
chr1	1275472	0.400662902646904	2.16649470456559
chr1	1275732	0.104840914023854	2.16675921819167
chr1	1278255	0.0821821974933618	2.16676990187734
chr1	1278385	0.00404879488826136	2.16677225017838
chr1	1278965	1.81391366436546e-05	2.1667726112379
chr1	1298870	6.85796574653186e-05	2.16677264347033
chr1	1299340	0.0266567057824572	2.16680404506975
chr1	1300518	3.54140065776145e-05	2.16680440037847
chr1	1310551	0.000155251596896853	2.16680477624259
chr1	1312972	13.6222566924731	2.17386110520929
chr1	1313490	0.000155251596896853	2.17386125735586
chr1	1314470	0.254845527575174	2.17400320631472
chr1	1315027	0.485408051040166	2.17471335829339
chr1	1316490	0.629741661491342	2.17479585445104
chr1	1316621	2.34057345783947	2.18557653579785
chr1	1321227	0.00722507690529875	2.18559339912735
chr1	1323561	0.00550349039980549	2.18559877603747
chr1	1324538	20.4616875400037	2.19554315618191
chr1	1325024	48.9188729462374	2.19950558489056
chr1	1325105	30.6542078697616	2.28665549786429
chr1	1327948	0.126541768838062	2.28669358693671
chr1	1328249	0.000352582845131512	2.28669377909436
chr1	1328794	6.4938101213228e-05	2.28669391715276
chr1	1330920	2.65984380680543	2.2899894636294
chr1	1332159	26.9319044196235	2.29505266166029
chr1	1332347	0.000398709683482899	2.29505300016481
